__v,_id,date,date_recorded,is_checked_off,item_footprint_g_100g,item_footprint_sourcenote,item_group,item_kcal_100g,item_product,item_product_detail,item_receipt_desc,item_subgroup,item_unit_price_gbp,item_units,item_weight_g,store,store_branche,time,user
0,6405fcc4e370007fba6e19e2,20/02/2023,2023-02-28T11:34:41.746Z,true,85,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",376,Oats,,Quaker Porridge Oats 1kg,Breakfast Cereals,1.75,1,1000,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e3,20/02/2023,2023-02-28T11:34:41.746Z,true,100,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-2",Cereals & Potatoes,,Couscous,,"Tesco Whole Wheat Cous Cous
500g",Cereals,0.8,1,500,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e9,20/02/2023,2023-02-28T11:34:41.746Z,true,22,Tesco Products Carbon Footprint Summary 2012,Cupboard,0,Salt,,Saxa Table Salt Mini Pot 70g,Condiments,0.6,1,70,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ea,20/02/2023,2023-02-28T11:34:41.746Z,true,711,myemissions.green,Dairy & Alternatives,,Feta,,Tesco Organic Greek Feta 200g,Cheese,2.2,1,200,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ec,20/02/2023,2023-02-28T11:34:41.746Z,true,70,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,,Almond Milk ,,"Chilled
Alpro Almond No Sugars
Drink 1 Litre",Milk & Alt.,1.8,1,1000,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ef,20/02/2023,2023-02-28T11:34:41.746Z,true,1140,Tesco Products Carbon Footprint Summary 2012,Drinks,3,Tea,,Pukka Organic Fair Matcha Clean Green 20 Tea Bags 30g,Hot Drinks,3,1,30,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19fd,20/02/2023,2023-02-28T11:34:41.746Z,true,88,Tesco Products Carbon Footprint Summary 2012,Protein sources,679,Walnuts,,Tesco Walnut Halves 250g,Nuts & seeds,3.9,1,250,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a00,20/02/2023,2023-02-28T11:34:41.746Z,true,220,Tesco Products Carbon Footprint Summary 2012,Protein Sources,625,Sunflower Seeds,,Tesco Brown Flaxseeds 250g,Nuts & seeds,1.1,1,250,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a02,20/02/2023,2023-02-28T11:34:41.746Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,"Hapi Dry Roasted Edamame With
Sea Salt Beans 100g",Pulses,1.5,1,100,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a03,20/02/2023,2023-02-28T11:34:41.746Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Snacks,101,Ice Cream,,"Swedish Glace Vanilla Non Dairy
Frozen Dessert 750ml",Ice Cream,2.5,1,750,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a05,20/02/2023,2023-02-28T11:34:41.746Z,true,22,Tesco Products Carbon Footprint Summary 2012,Vegetables,40,Cabbage,,"Tesco Shredded Savoy Cabbage
750g",Misc vegetables,1.5,1,750,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a07,20/02/2023,2023-02-28T11:34:41.746Z,true,130,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,16,Cucumber,,Tesco Cucumber Whole Each,Misc vegetables,0.59,1,250,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0a,20/02/2023,2023-02-28T11:34:41.746Z,true,180,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce (Import),,Tesco Party Salad 500g,Dark-green Vegetables,2.75,1,500,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0b,20/02/2023,2023-02-28T11:34:41.746Z,true,180,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce (Import),,Tesco Wild Rocket 60g,Dark-green Vegetables,1,1,60,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0c,20/02/2023,2023-02-28T11:34:41.746Z,true,386,Tesco Products Carbon Footprint Summary 2012,Vegetables,8,Mushrooms,,"Tesco Family Pack Chestnut
Mushroom 485g",Misc vegetables,1.8,1,485,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0f,20/02/2023,2023-02-28T11:34:41.746Z,true,450,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-8",Vegetables,144,Olives,,Tesco Pitted Green Olives 920g,Misc vegetables,2.5,1,920,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a12,20/02/2023,2023-02-28T11:34:41.746Z,true,300,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,23,Bell Peppers,,Green Peppers Each Class 1,Red and Orange Vegetables,0.48,1,170,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a13,20/02/2023,2023-02-28T11:34:41.746Z,true,460,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Baby Tomatoes,,Tesco Baby Plum Tomatoes 325g,Tomatoes,1,1,325,TESCO,NA,20:46,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e4,25/02/2023,2023-02-28T11:34:16.709Z,true,82,myemissions.green,Cereals & Potatoes,,Quinoa,,MIXED QUINOA WI,Cereals,3.5,1,500,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e6,25/02/2023,2023-02-28T11:34:16.709Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,WHOLEGRAIN RICE,Rice,1.3,1,500,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e7,25/02/2023,2023-02-28T11:34:16.709Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,WHOLEGRAIN RICE,Rice,1.3,1,500,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e8,25/02/2023,2023-02-28T11:34:16.709Z,true,100,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-16",Cereals & Potatoes,,Rye,,SCHNEIDER RYE,Cereals,1.5,1,500,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ed,25/02/2023,2023-02-28T11:34:16.709Z,true,270,"Determined from the amount of formula milk (2.2kg) that remains after condensing milk (20kg) [Linnecar et al., 2014, Formula for disaster: Weighing the impact of formula feeding vs breastfeeding on environment], and the foodprint of milk (190gCO2/100g) [Berners-Lee, 2020, How bad are bananas?: the carbon footprint of everything]",Dairy & Alternatives,,Formula milk,,APTAMIL FIRST,Milk & Alt.,13.5,1,800,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ee,25/02/2023,2023-02-28T11:34:16.709Z,true,97,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,,Soy Milk,,MW UNSWT SOYA,Milk & Alt.,1.25,1,1000,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f0,25/02/2023,2023-02-28T11:34:16.709Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,BORDEAUX MERLOT,Alcoholic drinks,7,1,750,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f2,25/02/2023,2023-02-28T11:34:16.709Z,true,69,Tesco Products Carbon Footprint Summary 2012,Fruits,90,Bananas,,Sml Bnana,Tropical fruits,0.2,6,480,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f4,25/02/2023,2023-02-28T11:34:16.709Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,43,Oranges,,ORANGES,Cirtus fruits,2,1,1000,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f5,25/02/2023,2023-02-28T11:34:16.709Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,43,Oranges,,ORANGES,Cirtus fruits,2,1,1000,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f7,25/02/2023,2023-02-28T11:34:16.709Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,SMITTEN APPLES,Pomes,2,1,780,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f8,25/02/2023,2023-02-28T11:34:16.709Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,SMITTEN APPLES,Pomes,2,1,780,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19fc,25/02/2023,2023-02-28T11:34:16.709Z,true,140,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-6",Protein Sources,606,Peanuts,,PEANUTS 550G,Nuts & seeds,2.1,1,550,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a10,25/02/2023,2023-02-28T11:34:16.709Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,28,Onions,,BROWN ONION,Misc vegetables,0.25,3,480,M&S,NA,18:14,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e1,15/02/2023,2023-02-28T11:33:27.180Z,true,466,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",340,Muesli,,MUESLI,Breakfast Cereals,2,1,750,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19e5,15/02/2023,2023-02-28T11:33:27.180Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,RICE,Rice,1.67,1,1000,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19eb,15/02/2023,2023-02-28T11:33:27.180Z,true,70,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,,Almond Milk ,,ALMOND DRINK,Milk & Alt.,0.85,1,1000,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f1,15/02/2023,2023-02-28T11:33:27.180Z,true,69,Tesco Products Carbon Footprint Summary 2012,Fruits,90,Bananas,,BANANAS,Tropical fruits,1.44,1,1900,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f3,15/02/2023,2023-02-28T11:33:27.180Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,43,Oranges,,ORANGES,Cirtus fruits,1.25,1,2000,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19f6,15/02/2023,2023-02-28T11:33:27.180Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,APPLES,Pomes,1.44,1,1170,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19fb,15/02/2023,2023-02-28T11:33:27.180Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,ORGANIC EGGS,Eggs,1.85,1,328,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19fe,15/02/2023,2023-02-28T11:33:27.180Z,true,220,Tesco Products Carbon Footprint Summary 2012,Protein Sources,625,Sunflower Seeds,,SEEDS,Nuts & seeds,0.93,1,150,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e19ff,15/02/2023,2023-02-28T11:33:27.180Z,true,220,Tesco Products Carbon Footprint Summary 2012,Protein Sources,625,Sunflower Seeds,,SEEDS,Nuts & seeds,0.93,1,150,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a01,15/02/2023,2023-02-28T11:33:27.180Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,BEANSPROUTS,Pulses,0.52,1,200,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a04,15/02/2023,2023-02-28T11:33:27.180Z,true,45,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Broccoli,,BROCCOLI,Dark-green Vegetables,0.5,1,360,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a06,15/02/2023,2023-02-28T11:33:27.180Z,true,194,Tesco Products Carbon Footprint Summary 2012,Vegetables,38,Cauliflower,,CAULIFLOWER,Misc vegetables,0.82,1,600,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a08,15/02/2023,2023-02-28T11:33:27.180Z,true,68,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Garlic,,GARLIC,Misc vegetables,0.39,1,250,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a09,15/02/2023,2023-02-28T11:33:27.180Z,true,105,myemissions.green,Vegetables,,Leek,,LEEKS,Misc vegetables,1.05,1,500,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0d,15/02/2023,2023-02-28T11:33:27.180Z,true,450,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-8",Vegetables,144,Olives,,OLIVES,Misc vegetables,0.62,1,310,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a0e,15/02/2023,2023-02-28T11:33:27.180Z,true,450,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-8",Vegetables,144,Olives,,OLIVES,Misc vegetables,0.62,1,310,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6405fcc4e370007fba6e1a11,15/02/2023,2023-02-28T11:33:27.180Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,28,Onions,,ONIONS,Misc vegetables,0.6,1,500,ASDA,NA,10:56:19,63ff3abb7a74defef8cf5afe
0,6448f4f49a8aa035fb824112,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,Tesco Garden Peas In Water 290g,NA,0.55,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824111,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,Tesco Pure Set Honey 454g,NA,1.7,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824115,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Tesco Italian Inspired Espresso
Coffee Beans 1kg",NA,10.35,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824116,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,Tesco Basmati Rice 1kg,NA,1.95,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824113,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Tesco Natural Sweet Sweetcorn
tiziv
In Water 325g",NA,0.8,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824119,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,Tesco Courgettes,NA,1.55,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824114,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Tesco Semi Skimmed Milk 1.131/2
Pints",NA,1.35,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb82411b,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Tesco Bunched Spring Onions
100g",NA,0.6,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb82411a,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Red Peppers Each Class 1
£0.60 each",NA,1.2,2,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824117,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,"Tesco Mixed Sized Organic Eggs
6 Pack",NA,2.9,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f4f49a8aa035fb824118,25/04/2023,2023-04-26T09:54:51.627Z,false,0,NA,NA,0,NA,NA,Tesco Carrots 800g,NA,0.4,1,0,TESCO,NA,18:38,6448f48d9a8aa035fb82410b
0,6448f5209a8aa035fb824129,25/04/23,2023-04-26T09:55:31.058Z,false,0,NA,NA,0,NA,NA,IRISH SODA BRD,NA,2.25,1,0,M&S,NA,18:22,6448f48d9a8aa035fb82410b
0,6448f5209a8aa035fb82412a,25/04/23,2023-04-26T09:55:31.058Z,false,0,NA,NA,0,NA,NA,5 TRP CH COOKIE,NA,2.5,1,0,M&S,NA,18:22,6448f48d9a8aa035fb82410b
1,6447dd9dfa70d74dc21acef0,22/04/2023,2023-04-25T13:22:22.818Z,true,130,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,42,Beer,,PLANET PALE,Alcoholic drinks,6,1,1400,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef1,22/04/2023,2023-04-25T13:22:22.818Z,true,130,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,42,Beer,,PALE ALE,Alcoholic drinks,6,1,1400,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf09,22/04/2023,2023-04-25T13:22:22.818Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,BREAD,Bread,1.55,1,800,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf00,22/04/2023,2023-04-25T13:22:22.818Z,true,1180,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,416,Cheddar,,CHEESE,Cheese,2.5,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf04,22/04/2023,2023-04-25T13:22:22.818Z,true,80,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,42,Soft drinks,,SOFT DRINK,Cold Drinks,1,1,330,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf0a,22/04/2023,2023-04-25T13:22:22.818Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,CRISPS,Crisps,2,1,150,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef4,22/04/2023,2023-04-25T13:22:22.818Z,true,290,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,287,Dried Fruit,,FRUIT,Dried Fruit,2,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acefe,22/04/2023,2023-04-25T13:22:22.818Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,EGGS,Eggs,0.3,6,68,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf08,22/04/2023,2023-04-25T13:22:22.818Z,true,1030,"Audsley, et al., 2009. How Low Can We Go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050 + Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.",Vegetables,29,Green beans (airfreight),,FINE BEANS,Misc vegetables,1.39,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef6,22/04/2023,2023-04-25T13:22:22.818Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,PASTA,Pasta,0.95,1,500,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21aceed,22/04/2023,2023-04-25T13:22:22.818Z,true,130,Tesco Products Carbon Footprint Summary 2012,Vegetables,25,Tomatoes (Canned),,CHOPPED TOMS,Tomatoes,0.65,3,400,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acefa,22/04/2023,2023-04-25T13:22:22.818Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,43,Oranges,,ORANGES,Citrus fruits,0.99,1,600,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21aceef,22/04/2023,2023-04-25T13:22:22.818Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,40,Oat Milk,,OAT DRINK,Milk & Alt.,2.2,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acefd,22/04/2023,2023-04-25T13:22:22.818Z,true,84,myemissions.green,Vegetables,10,Celery,,CELERY,Misc vegetables,0.6,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf01,22/04/2023,2023-04-25T13:22:22.818Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,APPLES,Pomes,1.6,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21aceee,22/04/2023,2023-04-25T13:22:22.818Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,KIDNEY BEANS,Pulses,0.65,1,400,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef8,22/04/2023,2023-04-25T13:22:22.818Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,RICE,Rice,1.75,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf06,22/04/2023,2023-04-25T13:22:22.818Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,PITTA BREAD,Bread,0.55,1,360,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf07,22/04/2023,2023-04-25T13:22:22.818Z,true,608,Tesco Products Carbon Footprint Summary 2012,Protein sources,180,Bacon,,BACON,Meat & alternatives,3.4,1,310,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef5,22/04/2023,2023-04-25T13:22:22.818Z,true,290,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,287,Dried Fruit,,FRUIT,Dried Fruit,2,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acefb,22/04/2023,2023-04-25T13:22:22.818Z,true,2397,Tesco Products Carbon Footprint Summary 2012,Protein sources,124,Beef,,MINCE,Meat & alternatives,3.75,1,500,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21aceff,22/04/2023,2023-04-25T13:22:22.818Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,28,Onions,,BROWN ONIONS,Misc vegetables,1.1,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acefc,22/04/2023,2023-04-25T13:22:22.818Z,false,0,NA,NOT FOOD,0,NOT FOOD,,PIRITEZE,NOT FOOD,7,1,0,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef3,22/04/2023,2023-04-25T13:22:22.818Z,true,140,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-6",Protein Sources,606,Peanuts,,NUTS,Nuts & seeds,2.25,1,250,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf05,22/04/2023,2023-04-25T13:22:22.818Z,true,300,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,23,Bell Pepper,,PEPPERS,Red and Orange Vegetables,0.6,3,170,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef9,22/04/2023,2023-04-25T13:22:22.818Z,true,386,Tesco Products Carbon Footprint Summary 2012,Vegetables,8,Mushrooms,,MUSHROOMS,Misc vegetables,1.29,1,400,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf03,22/04/2023,2023-04-25T13:22:22.818Z,true,68,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Garlic,,GARLIC,Misc vegetables,2,1,150,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef2,22/04/2023,2023-04-25T13:22:22.818Z,true,216,Tesco Products Carbon Footprint Summary 2012,Protein Sources,581,Cashew Nuts,,NUTS,Nuts & seeds,1.85,1,190,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acef7,22/04/2023,2023-04-25T13:22:22.818Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Carrots,,CARROTS,Red and Orange Vegetables,0.55,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
1,6447dd9dfa70d74dc21acf02,22/04/2023,2023-04-25T13:22:22.818Z,true,69,Tesco Products Carbon Footprint Summary 2012,Fruits,90,Bananas,,BANANAS,Tropical fruits,1.19,1,1000,ASDA,NA,17:49:14,6447d364ead1f8e46567534e
