__v,_id,date,date_recorded,is_checked_off,item_footprint_g_100g,item_footprint_sourcenote,item_group,item_kcal_100g,item_product,item_product_detail,item_receipt_desc,item_subgroup,item_unit_price_gbp,item_units,item_weight_g,store,store_branche,time,user
1,6464b95d2765c0ec6472aceb,16/05/2023,2023-05-16T15:28:33.330Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Carrots,,M CARROTS,Red and Orange Vegetables,0.55,1,1000,Morrisons,,16:27:12,645228229a8aa035fb82463b
1,6464b95d2765c0ec6472acec,16/05/2023,2023-05-16T15:28:33.330Z,true,51,Tesco Products Carbon Footprint Summary 2012,Fruits,20,Limes,,M MARKET ST LIMES,Citrus fruits,0.99,1,200,Morrisons,,16:27:12,645228229a8aa035fb82463b
1,6464b95d2765c0ec6472aced,16/05/2023,2023-05-16T15:28:33.330Z,true,608,Tesco Products Carbon Footprint Summary 2012,Protein Sources,225,Pork,,M BRIT PORK SHOULDER,Meat & alternatives,5.08,1,1000,Morrisons,,16:27:12,645228229a8aa035fb82463b
1,6464b95d2765c0ec6472acf0,16/05/2023,2023-05-16T19:02:41.410Z,true,898,Tesco Products Carbon Footprint Summary 2012,Protein Sources,71,Fresh Hake,,HAKE,Fish & Seafood,4.4,1,240,ASDA,,19:52:47,64534f15ac23d986b3199a5a
1,6464b95d2765c0ec6472acf8,16/05/2023,2023-05-16T19:35:12.120Z,false,0,NOT FOOD,NOT FOOD,0,NOT FOOD,,ELVIVE SHAMPOO,NOT FOOD,3,1,0,Morrisons,,16:45:29,6447a6049a8aa035fb823fb8
1,6464b95d2765c0ec6472acf9,16/05/2023,2023-05-16T19:35:12.120Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,M WONKY APPLES,Pomes,0.9,1,1000,Morrisons,,16:45:29,6447a6049a8aa035fb823fb8
0,6464bd5c9a8aa035fb8255f1,15/05/2023,2023-05-17T11:41:06.073Z,false,0,NA,NA,0,NA,NA,"Tesco Braeburn Apple Minimum 5
Pack",NA,1.85,1,0,"ODSET
TESCO",NA,18:03,6448f48d9a8aa035fb82410b
1,6464ca322765c0ec6472ad00,10/05/2023,2023-05-17T09:11:39.390Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,Basmati Rice,Rice,1.75,2,1000,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad05,10/05/2023,2023-05-17T09:11:39.390Z,true,430,Tesco Products Carbon Footprint Summary 2012,Ready Meals,251,"Pizza, Cheese",,Spinach&RicottaPizza,Pizza,2.59,1,330,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad01,10/05/2023,2023-05-17T09:11:39.390Z,true,230,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cupboard,326,Honey,,Aegean Thyme Honey,Sweetners,3.99,1,450,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad02,10/05/2023,2023-05-17T09:11:39.390Z,true,230,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cupboard,326,Honey,,Pine Honey Euboea,Sweetners,3.99,1,450,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad06,10/05/2023,2023-05-17T09:11:39.390Z,true,460,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Baby Tomatoes,,Baby Plum Tomatoes,Tomatoes,0.89,1,250,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad07,10/05/2023,2023-05-17T09:11:39.390Z,true,82,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",380,Crispbread,,Breadstick W. SunFlow,Bread,1.79,1,125,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad0b,10/05/2023,2023-05-17T09:11:39.390Z,true,50,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",348,Flour,,Falafel Mix P&0,Flour,1.49,1,150,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad0d,10/05/2023,2023-05-17T09:11:39.390Z,true,386,Tesco Products Carbon Footprint Summary 2012,Vegetables,8,Mushrooms,,Chestnut Mushrooms,Misc vegetables,0.99,1,200,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad15,08/05/2023,2023-05-17T12:21:20.200Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,8 Pints Milk,Milk & Alt.,0,1,4520,Farm Box,,12:00,64510e5d9a8aa035fb82453c
1,6464ca322765c0ec6472ad18,01/05/2023,2023-05-17T12:22:00.000Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,6 Eggs,Eggs,0,1,408,Farm Box,,12:00,64510e5d9a8aa035fb82453c
1,6464ca322765c0ec6472ad03,10/05/2023,2023-05-17T09:11:39.390Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,Whole Milk 2 pints,Milk & Alt.,1.25,1,1130,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad04,10/05/2023,2023-05-17T09:11:39.390Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,Long Grain Rice,Rice,2.49,1,1000,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad08,10/05/2023,2023-05-17T09:11:39.390Z,true,82,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",380,Crispbread,,Kallo Protein Lentil,Bread,1.49,1,100,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad0a,10/05/2023,2023-05-17T09:11:39.390Z,true,82,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",380,Crispbread,,Kallo Corn Cakes,Bread,0.99,2,110,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad0e,10/05/2023,2023-05-17T09:11:39.390Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce,,Bistro Salad,Dark-green Vegetables,0.8,1,80,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad12,10/05/2023,2023-05-17T09:11:39.390Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,Cannellini in Water,Pulses,0.63,2,400,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472acff,10/05/2023,2023-05-17T09:11:39.390Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,Sourdough Boule,Bread,1.69,1,500,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad09,10/05/2023,2023-05-17T09:11:39.390Z,true,82,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",380,Crispbread,,Kallo Thick Sesame R,Bread,0.99,2,110,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad10,10/05/2023,2023-05-17T09:11:39.390Z,true,940,Tesco Products Carbon Footprint Summary 2012,Fats,706,Butter,,British Unsal Butter,Butter,1.99,1,250,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad14,15/05/2023,2023-05-17T12:20:33.330Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,6 Eggs,Eggs,0,1,408,Farm Box,,12:00,64510e5d9a8aa035fb82453c
1,6464ca322765c0ec6472ad0c,10/05/2023,2023-05-17T09:11:39.390Z,true,608,Tesco Products Carbon Footprint Summary 2012,Protein Sources,225,Salami,,WT Salami Turkey,Meat & alternatives,2.29,1,80,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad0f,10/05/2023,2023-05-17T09:11:39.390Z,true,138,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Sweetcorn,,Baby Corn,Starchy Vegetables,1.15,1,250,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad11,10/05/2023,2023-05-17T09:11:39.390Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Spinach,,Washed Baby Spinach,Dark-green Vegetables,0.85,1,300,LiDL,,18:38,644a92769a8aa035fb824217
1,6464ca322765c0ec6472ad13,15/05/2023,2023-05-17T12:20:33.330Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,8 Pints Milk,Milk & Alt.,0,1,4520,Farm Box,,12:00,64510e5d9a8aa035fb82453c
1,6464ca322765c0ec6472ad16,08/05/2023,2023-05-17T12:21:20.200Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,6 Eggs,Eggs,0,1,408,Farm Box,,12:00,64510e5d9a8aa035fb82453c
1,6464ca322765c0ec6472ad17,01/05/2023,2023-05-17T12:22:00.000Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,8 Pints Milk,Milk & Alt.,0,1,4520,Farm Box,,12:00,64510e5d9a8aa035fb82453c
0,6464cafe9a8aa035fb82560e,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Grated Cheese 250g,NA,1.6,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb82560a,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Tesco Red Kidney Beans 400g,NA,0.75,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb82560b,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,"Tesco 50% Less Fat Creme
Fraiche 300ml",NA,1.2,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb825609,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Tesco Cannellini Beans 400g,NA,0.75,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb82560c,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Tidmans Natural Rock Salt 500g,NA,1.85,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb82560d,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Tesco 50% Reduced Fat Mature,NA,2.85,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb825611,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Iceberg Lettuce Each,NA,0.7,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb82560f,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,Tesco Smokey Spice 30g,NA,1.75,2,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
0,6464cafe9a8aa035fb825610,11/05/2023,2023-05-17T12:39:20.661Z,false,0,NA,NA,0,NA,NA,"£0.80
Tesco Ripe & Ready Twin Pack
Avocados (c)",NA,1.85,1,0,"vovalnedT
TESCO",NA,18:30,6429db483071e41bedb00892
1,6464cfb22765c0ec6472ad2c,11/05/2023,2023-05-17T12:39:20.200Z,true,88,Tesco Products Carbon Footprint Summary 2012,Fruits,198,Avocado,,"£0.80
Tesco Ripe & Ready Twin Pack
Avocados (c)",Tropical fruits,1.85,1,340,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad2d,11/05/2023,2023-05-17T12:39:20.200Z,true,300,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,23,Bell Pepper,,Tesco Mixed Peppers 420g,Red and Orange Vegetables,0.875,1,340,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad29,11/05/2023,2023-05-17T12:39:20.200Z,true,22,Tesco Products Carbon Footprint Summary 2012,Cupboard,0,Salt,,Tidmans Natural Rock Salt 500g,Condiments,1.85,1,500,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad2b,11/05/2023,2023-05-17T12:39:20.200Z,true,160,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-14",Cupboard,1,Spices,,Tesco Smokey Spice 30g,Condiments,0.875,2,40,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad2e,11/05/2023,2023-05-17T12:39:20.200Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Wraps,,Tesco 8 Plain Tortilla Wraps ,Bread,0.875,2,480,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad25,11/05/2023,2023-05-17T12:39:20.200Z,true,1180,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,416,Cheddar,,Grated Cheese 250g,Cheese,1.6,1,250,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad27,11/05/2023,2023-05-17T12:39:20.200Z,true,296,Tesco Products Carbon Footprint Summary 2012,Dairy & Alternatives,194,Single Cream,,"Tesco 50% Less Fat Creme
Fraiche 300ml",Cream,1.2,1,300,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad2a,11/05/2023,2023-05-17T12:39:20.200Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce,,Iceberg Lettuce Each,Dark-green Vegetables,0.7,1,300,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad26,11/05/2023,2023-05-17T12:39:20.200Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,Tesco Red Kidney Beans 400g,Pulses,0.75,1,400,TESCO,,18:30,6448f48d9a8aa035fb82410b
1,6464cfb22765c0ec6472ad28,11/05/2023,2023-05-17T12:39:20.200Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,Tesco Cannellini Beans 400g,Pulses,0.75,1,400,TESCO,,18:30,6448f48d9a8aa035fb82410b
0,646508209a8aa035fb825658,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,LOYD GROSSMAN SAUCE,NA,6,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825659,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,LOYD ROSSMAN SAUCE,NA,3,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565c,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,CARAFILLI OLIVE OIL,NA,9,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565e,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,ARTICHOKE HEARTS,NA,5.2,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565d,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,KTC LIMON JUICE,NA,0.75,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565f,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,ALPRC PLAIN YOGHURT,NA,1.5,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565a,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,L/GROSSMAN BOLOGNESE,NA,3,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82565b,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M GAFIEN PEAS,NA,0.65,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825663,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M THE BEST GIGLI,NA,1.89,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825664,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M SPINACH PASTA,NA,1.5,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825662,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,MORRISONS RADIATORI,NA,1.89,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825665,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,BIRDS FISH/FILLETS,NA,3,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825666,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,B EYE 1 FREE DIPPERS,NA,2.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825667,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,TIL) BASMATI RICE,NA,5,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825668,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,TIL) BASMATI RICE,NA,5,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825661,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M FJSILLI,NA,1.9,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825669,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,FOOD HEAVEN WHIPPED,NA,1.8,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566c,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,MORRISONS CASHEWS,NA,4.98,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566b,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M LONGY PARSNIPS,NA,0.5,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566e,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,INNOCENT JUICE,NA,2,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825670,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,RAJAH ENUGRK SEEDS,NA,0.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566f,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M S FILLOTS,NA,0.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566d,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,ALPRO PLAIN YOGHURT,NA,1.5,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825671,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M LAFIE MILD ONIONS,NA,1.69,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825660,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,HELLNINS VEGAN HOYO,NA,2.59,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825674,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,OAT-\ DAT FRAICHE,NA,3.4,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825673,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,ICING SUGAR,NA,1.49,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825675,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,VIO_ITE ORIGINAL,NA,2.3,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567a,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,VIOTFUS SLICES,NA,2.75,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825677,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M ORGINIC GARLIC,NA,0.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825679,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,QUORN JEGAN SLICES,NA,3,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825676,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,VIO_JUE GREEK WHITE,NA,2.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825678,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,APPLEUDOD SNACKING,NA,2,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567b,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,ZESPF SUNGOLD KIMI,NA,1.95,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567d,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M LENINS,NA,0.29,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567f,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,H PAPER CARRIER BIG,NA,0.4,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567c,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M MAFLET ST LIMES,NA,0.99,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82567e,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M FREE CORIANDER,NA,0.89,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825681,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,I HEART PINOT GRIGIO,NA,2.25,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825682,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,H BRI TULIP BOUQUET,NA,3.49,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825680,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M PRUIES,NA,3.98,2,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb82566a,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,H WONLY CARROTS,NA,0.4,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
0,646508209a8aa035fb825672,15/05/2003,2023-05-17T17:00:09.783Z,false,0,NA,NA,0,NA,NA,M MARLE SYRUP,NA,3.5,1,0,Morrisons,NA,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad3a,15/05/2003,2023-05-17T17:00:09.090Z,true,90,Tesco Products Carbon Footprint Summary 2012,Vegetables,21,Tomato Passata,,LOYD ROSSMAN SAUCE,Tomatoes,3,1,660,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad40,15/05/2003,2023-05-17T17:00:09.090Z,true,120,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-10",Vegetables,72,Peas,,M GAFIEN PEAS,Starchy Vegetables,0.65,1,400,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad39,15/05/2003,2023-05-17T17:00:09.090Z,true,90,Tesco Products Carbon Footprint Summary 2012,Vegetables,21,Tomato Passata,,LOYD GROSSMAN SAUCE,Tomatoes,3,2,660,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad48,15/05/2003,2023-05-17T17:00:09.090Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,M FJSILLI,Pasta,0.95,2,500,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad5d,15/05/2003,2023-05-17T17:00:09.090Z,false,0,NOT FOOD,NOT FOOD,0,NOT FOOD,,H PAPER CARRIER BIG,NOT FOOD,0.4,1,0,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad5e,15/05/2003,2023-05-17T17:00:09.090Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,I HEART PINOT GRIGIO,Alcoholic drinks,2.25,1,750,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad5f,15/05/2003,2023-05-17T17:00:09.090Z,true,290,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,287,Dried Fruit,,M PRUIES,Dried Fruit,1.99,2,250,Morrisons,,17:28:52,64534db1ac23d986b3199a4f
1,646624a52765c0ec6472ad66,15/05/2023,2023-05-18T12:08:34.340Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,Tesco Semi Skimmed Milk 568Ml/1 Pint,Milk & Alt.,0.9,1,568,TESCO,,18:00,644fad889a8aa035fb824333
1,646624a52765c0ec6472ad67,15/05/2023,2023-05-18T12:08:34.340Z,true,88,Tesco Products Carbon Footprint Summary 2012,Fruits,198,Avocado,,Tesco Ready To Eat Extra Large Avocados Each,Tropical fruits,1.29,2,170,TESCO,,18:00,644fad889a8aa035fb824333
1,646624a52765c0ec6472ad68,15/05/2023,2023-05-18T12:08:34.340Z,true,1030,"Audsley, et al., 2009. How Low Can We Go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050 + Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.",Vegetables,29,Green beans (airfreight),,Tesco Green Beans 220G,Misc vegetables,0.85,1,220,TESCO,,18:00,644fad889a8aa035fb824333
