alpha_attitude,alpha_self_eff,alpha_intent,alpha_spillover,alpha_knowledge,alpha_UX8,alpha_UX10,alpha_helped
0.6532374100719425,0.5400508044030483,0.7784679089026914,0.7713675213675215,0.6267163041598993,0.7360634537460126,0.7054836004472606,0.7663725034835115
